材料序号,材料名称,品牌,关键属性,,,,,
LGLDX0060,罗格朗逸景系列PC+青铜16A 三扁插座,罗格朗,品牌#罗格朗|产品系列#逸景系列|产品材质#PC+青铜,,,,,
LGLDX0061,罗格朗逸景系列PC+青铜双联二扁圆插座,罗格朗,品牌#罗格朗|产品系列#逸景系列|产品材质#PC+青铜,,,,,
LGLDX0062,罗格朗逸景系列PC+青铜感应地脚灯,罗格朗,品牌#罗格朗|产品系列#逸景系列|产品材质#PC+青铜,,,,,
LGLDX0063,罗格朗逸景系列PC+青铜一位电脑插,罗格朗,品牌#罗格朗|产品系列#逸景系列|产品材质#PC+青铜,,,,,
LGLDX0064,罗格朗逸景系列PC+青铜二位电脑插,罗格朗,品牌#罗格朗|产品系列#逸景系列|产品材质#PC+青铜,,,,,
LGLDX0065,罗格朗逸景系列PC+青铜电脑电视插,罗格朗,品牌#罗格朗|产品系列#逸景系列|产品材质#PC+青铜,,,,,
LGLDX0066,罗格朗逸景系列PC+青铜呼叫开关(报警开关),罗格朗,品牌#罗格朗|产品系列#逸景系列|产品材质#PC+青铜,,,,,
LGLDX0067,罗格朗逸景系列PC+青铜一位电话插,罗格朗,品牌#罗格朗|产品系列#逸景系列|产品材质#PC+青铜,,,,,
LGLDX0068,罗格朗逸景系列PC+青铜电话电脑插,罗格朗,品牌#罗格朗|产品系列#逸景系列|产品材质#PC+青铜,,,,,
LGLDX0069,罗格朗逸景系列PC+青铜电话电视插,罗格朗,品牌#罗格朗|产品系列#逸景系列|产品材质#PC+青铜,,,,,
LGLDX0070,罗格朗逸景系列PC+青铜一位电视插,罗格朗,品牌#罗格朗|产品系列#逸景系列|产品材质#PC+青铜,,,,,
LGLDX0071,罗格朗逸景系列PC+青铜一位F接头电视插座,罗格朗,品牌#罗格朗|产品系列#逸景系列|产品材质#PC+青铜,,,,,
LGLDX0072,罗格朗逸景系列PC+青铜空白面板,罗格朗,品牌#罗格朗|产品系列#逸景系列|产品材质#PC+青铜,,,,,
LGLDX0073,罗格朗逸景系列PC+青铜二位联体面板(边框),罗格朗,品牌#罗格朗|产品系列#逸景系列|产品材质#PC+青铜,,,,,
LGLDX0074,罗格朗逸景系列PC+青铜三位联体面板(边框),罗格朗,品牌#罗格朗|产品系列#逸景系列|产品材质#PC+青铜,,,,,
LGLDX0075,罗格朗逸景系列PC+青铜四位联体面板(边框),罗格朗,品牌#罗格朗|产品系列#逸景系列|产品材质#PC+青铜,,,,,
LGLDX0076,罗格朗逸景系列PC+青铜五位联体面板(边框),罗格朗,品牌#罗格朗|产品系列#逸景系列|产品材质#PC+青铜,,,,,
LGLDX0077,罗格朗颜更换更PC+青铜二位联体面板(边框颜色更换),罗格朗,品牌#罗格朗|产品系列#颜更换更|产品材质#PC+青铜,,,,,
LGLDX0078,罗格朗颜更换更PC+青铜三位联体面板(边框颜色更换),罗格朗,品牌#罗格朗|产品系列#颜更换更|产品材质#PC+青铜,,,,,
LGLDX0079,罗格朗颜更换更PC+青铜四位联体面板(边框颜色更换),罗格朗,品牌#罗格朗|产品系列#颜更换更|产品材质#PC+青铜,,,,,
LGLDX0080,罗格朗颜更换更PC+青铜五位联体面板(边框颜色更换,罗格朗,品牌#罗格朗|产品系列#颜更换更|产品材质#PC+青铜,,,,,
LGLDX0081,罗格朗美点系列PC+青铜一位大跷板单极开关,罗格朗,品牌#罗格朗|产品系列#美点系列|产品材质#PC+青铜,,,,,
LGLDX0082,罗格朗美点系列PC+青铜一位大跷板双控开关,罗格朗,品牌#罗格朗|产品系列#美点系列|产品材质#PC+青铜,,,,,
LGLDX0083,罗格朗美点系列PC+青铜二位大跷板单极开关,罗格朗,品牌#罗格朗|产品系列#美点系列|产品材质#PC+青铜,,,,,
LGLDX0084,罗格朗美点系列PC+青铜二位大跷板双控开关,罗格朗,品牌#罗格朗|产品系列#美点系列|产品材质#PC+青铜,,,,,
LGLDX0085,罗格朗美点系列PC+青铜三位大跷板单极开关,罗格朗,品牌#罗格朗|产品系列#美点系列|产品材质#PC+青铜,,,,,
LGLDX0086,罗格朗美点系列PC+青铜三位大跷板双控开关,罗格朗,品牌#罗格朗|产品系列#美点系列|产品材质#PC+青铜,,,,,
LGLDX0087,罗格朗美点系列PC+青铜四位大跷板单极开关,罗格朗,品牌#罗格朗|产品系列#美点系列|产品材质#PC+青铜,,,,,
LGLDX0088,罗格朗美点系列PC+青铜四位大跷板双控开关,罗格朗,品牌#罗格朗|产品系列#美点系列|产品材质#PC+青铜,,,,,
LGLDX0089,罗格朗美点系列PC+青铜一位大跷板单极带荧光开关,罗格朗,品牌#罗格朗|产品系列#美点系列|产品材质#PC+青铜,,,,,
LGLDX0090,罗格朗美点系列PC+青铜一位大跷板双控带荧光开关,罗格朗,品牌#罗格朗|产品系列#美点系列|产品材质#PC+青铜,,,,,
LGLDX0091,罗格朗美点系列PC+青铜二位大跷板单极带荧光开关,罗格朗,品牌#罗格朗|产品系列#美点系列|产品材质#PC+青铜,,,,,
LGLDX0092,罗格朗美点系列PC+青铜二位大跷板双控带荧光开关,罗格朗,品牌#罗格朗|产品系列#美点系列|产品材质#PC+青铜,,,,,
LGLDX0093,罗格朗美点系列PC+青铜三位大跷板单极带荧光开关,罗格朗,品牌#罗格朗|产品系列#美点系列|产品材质#PC+青铜,,,,,
LGLDX0094,罗格朗美点系列PC+青铜三位大跷板双控带荧光开关,罗格朗,品牌#罗格朗|产品系列#美点系列|产品材质#PC+青铜,,,,,
LGLDX0095,罗格朗美点系列PC+青铜四位大跷板单极带荧光开关,罗格朗,品牌#罗格朗|产品系列#美点系列|产品材质#PC+青铜,,,,,
LGLDX0096,罗格朗美点系列PC+青铜四位大跷板双控带荧光开关,罗格朗,品牌#罗格朗|产品系列#美点系列|产品材质#PC+青铜,,,,,
LGLDX0097,罗格朗美点系列PC+青铜一位中途掣开关,罗格朗,品牌#罗格朗|产品系列#美点系列|产品材质#PC+青铜,,,,,
LGLDX0098,罗格朗美点系列PC+青铜二位中途挚开关,罗格朗,品牌#罗格朗|产品系列#美点系列|产品材质#PC+青铜,,,,,
LGLDX0099,罗格朗美点系列PC+青铜门铃开关,罗格朗,品牌#罗格朗|产品系列#美点系列|产品材质#PC+青铜,,,,,
LGLDX0100,罗格朗美点系列PC+青铜一位20AX双极开关,罗格朗,品牌#罗格朗|产品系列#美点系列|产品材质#PC+青铜,,,,,
LGLDX0101,罗格朗美点系列PC+青铜10A二三插插座,罗格朗,品牌#罗格朗|产品系列#美点系列|产品材质#PC+青铜,,,,,
LGLDX0102,罗格朗美点系列PC+青铜10A 带开关三扁插座,罗格朗,品牌#罗格朗|产品系列#美点系列|产品材质#PC+青铜,,,,,
LGLDX0103,罗格朗美点系列PC+青铜连体带开关二三插,罗格朗,品牌#罗格朗|产品系列#美点系列|产品材质#PC+青铜,,,,,
LGLDX0104,罗格朗美点系列PC+青铜16A带开关三扁插座,罗格朗,品牌#罗格朗|产品系列#美点系列|产品材质#PC+青铜,,,,,
LGLDX0105,罗格朗美点系列PC+青铜连体带双控开关二三插,罗格朗,品牌#罗格朗|产品系列#美点系列|产品材质#PC+青铜,,,,,
LGLDX0106,罗格朗美点系列PC+青铜10A 三扁插插座,罗格朗,品牌#罗格朗|产品系列#美点系列|产品材质#PC+青铜,,,,,
LGLDX0107,罗格朗美点系列PC+青铜二三插带USB充电插座,罗格朗,品牌#罗格朗|产品系列#美点系列|产品材质#PC+青铜,,,,,
LGLDX0108,罗格朗美点系列PC+青铜16A 三扁插座,罗格朗,品牌#罗格朗|产品系列#美点系列|产品材质#PC+青铜,,,,,
LGLDX0109,罗格朗美点系列PC+青铜双联二扁圆插座,罗格朗,品牌#罗格朗|产品系列#美点系列|产品材质#PC+青铜,,,,,
LGLDX0110,罗格朗美点系列PC+青铜地脚灯,罗格朗,品牌#罗格朗|产品系列#美点系列|产品材质#PC+青铜,,,,,
LGLDX0111,罗格朗美点系列PC+青铜一位电脑插,罗格朗,品牌#罗格朗|产品系列#美点系列|产品材质#PC+青铜,,,,,
LGLDX0112,罗格朗美点系列PC+青铜电脑电视插,罗格朗,品牌#罗格朗|产品系列#美点系列|产品材质#PC+青铜,,,,,
LGLDX0113,罗格朗美点系列PC+青铜呼叫开关,罗格朗,品牌#罗格朗|产品系列#美点系列|产品材质#PC+青铜,,,,,
LGLDX0114,罗格朗美点系列PC+青铜一位电话插,罗格朗,品牌#罗格朗|产品系列#美点系列|产品材质#PC+青铜,,,,,
LGLDX0115,罗格朗美点系列PC+青铜电话电脑插,罗格朗,品牌#罗格朗|产品系列#美点系列|产品材质#PC+青铜,,,,,
LGLDX0116,罗格朗美点系列PC+青铜电话电视插,罗格朗,品牌#罗格朗|产品系列#美点系列|产品材质#PC+青铜,,,,,
LGLDX0117,罗格朗美点系列PC+青铜一位电视插,罗格朗,品牌#罗格朗|产品系列#美点系列|产品材质#PC+青铜,,,,,
LGLDX0118,罗格朗美点系列PC+青铜一位F接头电视插座,罗格朗,品牌#罗格朗|产品系列#美点系列|产品材质#PC+青铜,,,,,
LGLDX0119,罗格朗美点系列PC+青铜二位电视插,罗格朗,品牌#罗格朗|产品系列#美点系列|产品材质#PC+青铜,,,,,
LGLDX0120,罗格朗美点系列PC+青铜空白面板,罗格朗,品牌#罗格朗|产品系列#美点系列|产品材质#PC+青铜,,,,,
LGLDX0121,罗格朗美点系列PC+青铜二位联体面板(边框),罗格朗,品牌#罗格朗|产品系列#美点系列|产品材质#PC+青铜,,,,,
LGLDX0122,罗格朗美点系列PC+青铜三位联体面板(边框),罗格朗,品牌#罗格朗|产品系列#美点系列|产品材质#PC+青铜,,,,,
LGLDX0123,罗格朗美点系列PC+青铜四位联体面板(边框),罗格朗,品牌#罗格朗|产品系列#美点系列|产品材质#PC+青铜,,,,,
LGLDX0124,罗格朗美点系列PC+青铜五位联体面板(边框),罗格朗,品牌#罗格朗|产品系列#美点系列|产品材质#PC+青铜,,,,,
LGLDX0125,罗格朗颜更换更PC+青铜二位联体面板(边框颜色更换),罗格朗,品牌#罗格朗|产品系列#颜更换更|产品材质#PC+青铜,,,,,
LGLDX0126,罗格朗颜更换更PC+青铜三位联体面板(边框颜色更换),罗格朗,品牌#罗格朗|产品系列#颜更换更|产品材质#PC+青铜,,,,,
LGLDX0127,罗格朗颜更换更PC+青铜四位联体面板(边框颜色更换),罗格朗,品牌#罗格朗|产品系列#颜更换更|产品材质#PC+青铜,,,,,
LGLDX0128,罗格朗颜更换更PC+青铜五位联体面板(边框颜色更换),罗格朗,品牌#罗格朗|产品系列#颜更换更|产品材质#PC+青铜,,,,,
ASKODX0001,ASKO宽度900mm吸油烟机,ASKO,品牌#ASKO|产品分类#吸油烟机|尺寸#宽度900mm,,,,,
ASKODX0002,ASKO单眼微晶玻璃燃气灶,ASKO,品牌#ASKO|产品分类#燃气灶|款式#单眼|材质#微晶玻璃,,,,,
ASKODX0003,ASKO双眼微晶玻璃燃气灶,ASKO,品牌#ASKO|产品分类#燃气灶|款式#双眼|材质#微晶玻璃,,,,,
ASKODX0004,ASKO双眼微晶玻璃电磁灶,ASKO,品牌#ASKO|产品分类#电磁炉|款式#双眼|材质#微晶玻璃,,,,,
ASKODX0005,ASKO嵌入式嵌入式洗碗机,ASKO,品牌#ASKO|产品分类#洗碗机|系列#|款式#嵌入式,,,,,
ASKODX0006,ASKO大于等于70L嵌入式烤箱,ASKO,品牌#ASKO|产品分类#烤箱|容量#大于等于70L,,,,,
ASKODX0007,ASKO大于等于70L嵌入式蒸烤一体机,ASKO,品牌#ASKO|产品分类#蒸汽烤箱|系列#|容量#大于等于70L,,,,,
ASKODX0008,ASKO暖碟机,ASKO,品牌#ASKO|产品分类#暖碟机,,,,,
ASKODX0009,ASKO咖啡机,ASKO,品牌#ASKO|产品分类#咖啡机,,,,,
ASKODX0010,ASKO双门组合式冰箱,ASKO,品牌#ASKO|产品分类#冰箱|款式#双门|类型#组合式,,,,,
ASKODX0011,ASKO单门单冷藏冰箱,ASKO,品牌#ASKO|产品分类#冰箱|款式#单门|类型#单冷藏,,,,,
ASKODX0012,ASKO单门单冷冻冰箱,ASKO,品牌#ASKO|产品分类#冰箱|款式#单门|类型#单冷冻,,,,,
ASKODX0013,ASKO嵌入式洗衣机,ASKO,品牌#ASKO|产品分类#洗衣机|款式#嵌入式,,,,,
ASKODX0014,ASKO嵌入式干衣机,ASKO,品牌#ASKO|产品分类#干衣机|款式#嵌入式,,,,,
JYTDX0001,金意陶非通体釉面800*800抛釉砖,金意陶,产品类型#非通体釉面|规格(mm)#800*800,,,,,
JYTDX0002,金意陶非通体釉面800*800瓷质砖,金意陶,产品类型#非通体釉面|规格(mm)#800*800,,,,,
JYTDX0003,金意陶通体釉面800*800抛釉砖,金意陶,产品类型#通体釉面|规格(mm)#800*800,,,,,
JYTDX0004,金意陶通体釉面800*800瓷质砖,金意陶,产品类型#通体釉面|规格(mm)#800*800,,,,,
JYTDX0005,金意陶非通体釉面800*800抛釉砖,金意陶,产品类型#非通体釉面|规格(mm)#800*800,,,,,
JYTDX0006,金意陶仿古砖800*800瓷质砖,金意陶,产品类型#仿古砖|规格(mm)#800*800,,,,,
JYTDX0007,金意陶非通体釉面800*800抛釉砖,金意陶,产品类型#非通体釉面|规格(mm)#800*800,,,,,
JYTDX0008,金意陶非通体釉面800*800瓷质砖,金意陶,产品类型#非通体釉面|规格(mm)#800*800,,,,,
JYTDX0009,金意陶通体釉面800*800抛釉砖,金意陶,产品类型#通体釉面|规格(mm)#800*800,,,,,
JYTDX0010,金意陶通体釉面800*800瓷质砖,金意陶,产品类型#通体釉面|规格(mm)#800*800,,,,,
JYTDX0011,金意陶非通体釉面800*800抛釉砖,金意陶,产品类型#非通体釉面|规格(mm)#800*800,,,,,
JYTDX0012,金意陶非通体釉面800*800瓷质砖,金意陶,产品类型#非通体釉面|规格(mm)#800*800,,,,,
JYTDX0013,金意陶非通体釉面800*800抛釉砖,金意陶,产品类型#非通体釉面|规格(mm)#800*800,,,,,
JYTDX0014,金意陶非通体釉面800*800抛釉砖,金意陶,产品类型#非通体釉面|规格(mm)#800*800,,,,,
JYTDX0015,金意陶非通体釉面800*800抛釉砖,金意陶,产品类型#非通体釉面|规格(mm)#800*800,,,,,
JYTDX0016,金意陶非通体釉面800*800瓷质砖,金意陶,产品类型#非通体釉面|规格(mm)#800*800,,,,,
JYTDX0027,金意陶非通体釉面800*800抛釉砖,金意陶,产品类型#非通体釉面|规格(mm)#800*800,,,,,
JYTDX0028,金意陶非通体釉面800*800瓷质砖,金意陶,产品类型#非通体釉面|规格(mm)#800*800,,,,,
JYTDX0029,金意陶非通体釉面800*800瓷质砖,金意陶,产品类型#非通体釉面|规格(mm)#800*800,,,,,
JYTDX0030,金意陶非通体釉面800*800瓷质砖,金意陶,产品类型#非通体釉面|规格(mm)#800*800,,,,,
JYTDX0031,金意陶非通体釉面800*800瓷质砖,金意陶,产品类型#非通体釉面|规格(mm)#800*800,,,,,
JYTDX0032,金意陶非通体釉面800*800瓷质砖,金意陶,产品类型#非通体釉面|规格(mm)#800*800,,,,,
JYTDX0033,金意陶非通体釉面800*800瓷质砖,金意陶,产品类型#非通体釉面|规格(mm)#800*800,,,,,
JYTDX0034,金意陶非通体釉面800*800瓷质砖,金意陶,产品类型#非通体釉面|规格(mm)#800*800,,,,,
JYTDX0035,金意陶非通体釉面800*800瓷质砖,金意陶,产品类型#非通体釉面|规格(mm)#800*800,,,,,
JYTDX0036,金意陶非通体釉面800*800瓷质砖,金意陶,产品类型#非通体釉面|规格(mm)#800*800,,,,,
JYTDX0037,金意陶非通体釉面800*800瓷质砖,金意陶,产品类型#非通体釉面|规格(mm)#800*800,,,,,
JYTDX0038,金意陶非通体釉面800*800瓷质砖,金意陶,产品类型#非通体釉面|规格(mm)#800*800,,,,,
JYTDX0039,金意陶非通体釉面800*800瓷质砖,金意陶,产品类型#非通体釉面|规格(mm)#800*800,,,,,
JYTDX0040,金意陶非通体釉面800*800瓷质砖,金意陶,产品类型#非通体釉面|规格(mm)#800*800,,,,,
JYTDX0041,金意陶非通体釉面800*800瓷质砖,金意陶,产品类型#非通体釉面|规格(mm)#800*800,,,,,
JYTDX0042,金意陶通体釉面800*800抛釉砖,金意陶,产品类型#通体釉面|规格(mm)#800*800,,,,,
JYTDX0043,金意陶通体釉面800*800瓷质砖,金意陶,产品类型#通体釉面|规格(mm)#800*800,,,,,
JYTDX0044,金意陶非通体釉面800*800抛釉砖,金意陶,产品类型#非通体釉面|规格(mm)#800*800,,,,,
JYTDX0045,金意陶非通体釉面800*800抛釉砖,金意陶,产品类型#非通体釉面|规格(mm)#800*800,,,,,
JYTDX0046,金意陶非通体釉面800*800抛釉砖,金意陶,产品类型#非通体釉面|规格(mm)#800*800,,,,,
JYTDX0047,金意陶非通体釉面800*800抛釉砖,金意陶,产品类型#非通体釉面|规格(mm)#800*800,,,,,
JYTDX0048,金意陶非通体釉面800*800抛釉砖,金意陶,产品类型#非通体釉面|规格(mm)#800*800,,,,,
JYTDX0049,金意陶非通体釉面800*800抛釉砖,金意陶,产品类型#非通体釉面|规格(mm)#800*800,,,,,
JYTDX0050,金意陶仿古砖800*800瓷质砖,金意陶,产品类型#仿古砖|规格(mm)#800*800,,,,,
JYTDX0051,金意陶非通体釉面800*800抛釉砖,金意陶,产品类型#非通体釉面|规格(mm)#800*800,,,,,
JYTDX0052,金意陶通体釉面800*800抛釉砖,金意陶,产品类型#通体釉面|规格(mm)#800*800,,,,,
JYTDX0053,金意陶通体釉面800*800抛釉砖,金意陶,产品类型#通体釉面|规格(mm)#800*800,,,,,
JYTDX0054,金意陶非通体釉面800*800瓷质砖,金意陶,产品类型#非通体釉面|规格(mm)#800*800,,,,,
JYTDX0055,金意陶非通体釉面800*800瓷质砖,金意陶,产品类型#非通体釉面|规格(mm)#800*800,,,,,
JYTDX0056,金意陶非通体釉面800*800瓷质砖,金意陶,产品类型#非通体釉面|规格(mm)#800*800,,,,,
JYTDX0057,金意陶非通体釉面800*800瓷质砖,金意陶,产品类型#非通体釉面|规格(mm)#800*800,,,,,
JYTDX0058,金意陶非通体釉面800*800瓷质砖,金意陶,产品类型#非通体釉面|规格(mm)#800*800,,,,,
JYTDX0059,金意陶非通体釉面800*800瓷质砖,金意陶,产品类型#非通体釉面|规格(mm)#800*800,,,,,
JYTDX0060,金意陶非通体釉面800*800抛釉砖,金意陶,产品类型#非通体釉面|规格(mm)#800*800,,,,,
JYTDX0061,金意陶通体釉面800*800瓷质砖,金意陶,产品类型#通体釉面|规格(mm)#800*800,,,,,
JYTDX0062,金意陶非通体釉面800*800瓷质砖,金意陶,产品类型#非通体釉面|规格(mm)#800*800,,,,,
JYTDX0063,金意陶非通体釉面800*800抛釉砖,金意陶,产品类型#非通体釉面|规格(mm)#800*800,,,,,
JYTDX0064,金意陶非通体釉面800*800抛釉砖,金意陶,产品类型#非通体釉面|规格(mm)#800*800,,,,,
JYTDX0065,金意陶非通体釉面800*800抛釉砖,金意陶,产品类型#非通体釉面|规格(mm)#800*800,,,,,
JYTDX0066,金意陶非通体釉面800*800抛釉砖,金意陶,产品类型#非通体釉面|规格(mm)#800*800,,,,,
JYTDX0067,金意陶非通体釉面800*800抛釉砖,金意陶,产品类型#非通体釉面|规格(mm)#800*800,,,,,
JYTDX0068,金意陶非通体釉面800*800抛釉砖,金意陶,产品类型#非通体釉面|规格(mm)#800*800,,,,,
JYTDX0069,金意陶非通体釉面800*800抛釉砖,金意陶,产品类型#非通体釉面|规格(mm)#800*800,,,,,
JYTDX0070,金意陶非通体釉面800*800抛釉砖,金意陶,产品类型#非通体釉面|规格(mm)#800*800,,,,,
JYTDX0071,金意陶非通体釉面800*800抛釉砖,金意陶,产品类型#非通体釉面|规格(mm)#800*800,,,,,
JYTDX0072,金意陶非通体釉面800*800抛釉砖,金意陶,产品类型#非通体釉面|规格(mm)#800*800,,,,,
JYTDX0073,金意陶非通体釉面800*800抛釉砖,金意陶,产品类型#非通体釉面|规格(mm)#800*800,,,,,
JYTDX0074,金意陶非通体釉面800*800抛釉砖,金意陶,产品类型#非通体釉面|规格(mm)#800*800,,,,,
JYTDX0075,金意陶非通体釉面800*800抛釉砖,金意陶,产品类型#非通体釉面|规格(mm)#800*800,,,,,
JYTDX0076,金意陶非通体釉面800*800抛釉砖,金意陶,产品类型#非通体釉面|规格(mm)#800*800,,,,,
JYTDX0077,金意陶非通体釉面800*800抛釉砖,金意陶,产品类型#非通体釉面|规格(mm)#800*800,,,,,
JYTDX0078,金意陶非通体釉面800*800抛釉砖,金意陶,产品类型#非通体釉面|规格(mm)#800*800,,,,,
JYTDX0079,金意陶非通体釉面800*800抛釉砖,金意陶,产品类型#非通体釉面|规格(mm)#800*800,,,,,
JYTDX0080,金意陶非通体釉面800*800抛釉砖,金意陶,产品类型#非通体釉面|规格(mm)#800*800,,,,,
